ISO,Policy,score,rank
MRT,H6_Facial Coverings,0.0747333964247463,1
MRT,C8_International travel controls,0.0737427267099286,2
MRT,C3_Cancel public events,0.0693846229785943,3
MRT,C4_Restrictions on gatherings,0.0681009671090337,4
MRT,E1_Income support,0.0672998474309777,5
MRT,C6_Stay at home requirements,0.065571454993471,6
MRT,C1_School closing,0.063747792645652,7
MRT,E2_Debt/contract relief,0.0536416570112532,8
MRT,H2_Testing policy,0.0531289969294141,9
MRT,H7_Vaccination policy,0.0520519557003955,10
MRT,H3_Contact tracing,0.0511376700520701,11
MRT,C2_Workplace closing,0.0502131801104553,12
MRT,C7_Restrictions on internal movement,0.040586144724826,13
MRT,H1_Public information campaigns,0.0186570238502845,14
MRT,C5_Close public transport,0.0,15
