ISO,Policy,score,rank
CIV,H7_Vaccination policy,0.097301980646353,1
CIV,E2_Debt/contract relief,0.0749650164609946,2
CIV,E1_Income support,0.0731221631642001,3
CIV,C1_School closing,0.0697347092471559,4
CIV,C8_International travel controls,0.0666597942500344,5
CIV,H3_Contact tracing,0.0659207247271443,6
CIV,C4_Restrictions on gatherings,0.0653849973377374,7
CIV,H6_Facial Coverings,0.0628740503247299,8
CIV,C3_Cancel public events,0.0593553526123208,9
CIV,H1_Public information campaigns,0.0583998540413397,10
CIV,H2_Testing policy,0.0518843366908266,11
CIV,C7_Restrictions on internal movement,0.0420645208578111,12
CIV,C6_Stay at home requirements,0.0165368189640126,13
CIV,C2_Workplace closing,0.0135802831041475,14
CIV,C5_Close public transport,0.0,15
