ISO,Policy,score,rank
SWZ,H6_Facial Coverings,0.0990111142744481,1
SWZ,C6_Stay at home requirements,0.0870691770976762,2
SWZ,E1_Income support,0.0841999598101202,3
SWZ,C7_Restrictions on internal movement,0.0680318831997683,4
SWZ,C1_School closing,0.061036346573923,5
SWZ,C3_Cancel public events,0.0592277583296253,6
SWZ,H2_Testing policy,0.0513210603695691,7
SWZ,C8_International travel controls,0.0506322847517566,8
SWZ,C4_Restrictions on gatherings,0.049911660350408,9
SWZ,H7_Vaccination policy,0.0476395894045187,10
SWZ,E2_Debt/contract relief,0.0471638712928794,11
SWZ,C5_Close public transport,0.0393266190534214,12
SWZ,C2_Workplace closing,0.0284488811617254,13
SWZ,H3_Contact tracing,0.0250548883942043,14
SWZ,H1_Public information campaigns,0.0124678957427501,15
