ISO,Policy,score,rank
HTI,E1_Income support,0.0912635898329774,1
HTI,H3_Contact tracing,0.0872392933890393,2
HTI,C3_Cancel public events,0.0687389451905082,3
HTI,C2_Workplace closing,0.0680294721452534,4
HTI,H2_Testing policy,0.0635163798353929,5
HTI,C8_International travel controls,0.0603137907806818,6
HTI,C6_Stay at home requirements,0.0592161152654106,7
HTI,H6_Facial Coverings,0.0571727842323461,8
HTI,C1_School closing,0.0563512310108191,9
HTI,C4_Restrictions on gatherings,0.0561050592383696,10
HTI,C5_Close public transport,0.0489662632946427,11
HTI,E2_Debt/contract relief,0.0457642419801388,12
HTI,H1_Public information campaigns,0.0402722597348295,13
HTI,C7_Restrictions on internal movement,0.0299419077173823,14
HTI,H7_Vaccination policy,0.0080262625965933,15
