ISO,Policy,score,rank
LBR,H3_Contact tracing,0.0882525926246773,1
LBR,C2_Workplace closing,0.0877627191065502,2
LBR,H6_Facial Coverings,0.0859865174723865,3
LBR,C8_International travel controls,0.081572298592419,4
LBR,C1_School closing,0.0775298125368577,5
LBR,H7_Vaccination policy,0.0660845239801116,6
LBR,C4_Restrictions on gatherings,0.0579313019778455,7
LBR,H1_Public information campaigns,0.0576639439457633,8
LBR,C6_Stay at home requirements,0.0509222860973882,9
LBR,E1_Income support,0.0501000246192458,10
LBR,C3_Cancel public events,0.0495119506934996,11
LBR,E2_Debt/contract relief,0.0385190509149351,12
LBR,H2_Testing policy,0.0259816683822536,13
LBR,C7_Restrictions on internal movement,0.0208980208695168,14
LBR,C5_Close public transport,0.0,15
