ISO,Policy,score,rank
SLE,H2_Testing policy,0.1026055642415856,1
SLE,C4_Restrictions on gatherings,0.0811038456409997,2
SLE,H6_Facial Coverings,0.0781735422197472,3
SLE,C5_Close public transport,0.0777933696002927,4
SLE,C6_Stay at home requirements,0.0717009342193201,5
SLE,C8_International travel controls,0.0695050755013064,6
SLE,C3_Cancel public events,0.0636416099388288,7
SLE,C1_School closing,0.0595291753625289,8
SLE,C2_Workplace closing,0.059066613097368,9
SLE,E2_Debt/contract relief,0.0563105622255228,10
SLE,C7_Restrictions on internal movement,0.0474447650442072,11
SLE,H7_Vaccination policy,0.0450068549982469,12
SLE,H3_Contact tracing,0.0426511258021518,13
SLE,H1_Public information campaigns,0.0318798950700983,14
SLE,E1_Income support,0.0,15
