ISO,Policy,score,rank
NAM,H7_Vaccination policy,0.1018347597871921,1
NAM,C2_Workplace closing,0.0793835785812553,2
NAM,H2_Testing policy,0.0782858158769999,3
NAM,C1_School closing,0.077244611198017,4
NAM,C6_Stay at home requirements,0.0745467202938732,5
NAM,C8_International travel controls,0.0744242889027711,6
NAM,H6_Facial Coverings,0.0672619741802081,7
NAM,C3_Cancel public events,0.0625162155086959,8
NAM,C5_Close public transport,0.0563041567722565,9
NAM,C4_Restrictions on gatherings,0.0476708418772588,10
NAM,C7_Restrictions on internal movement,0.0402989607741028,11
NAM,H1_Public information campaigns,0.0357212772729083,12
NAM,E1_Income support,0.0349818467752755,13
NAM,E2_Debt/contract relief,0.0302093312462557,14
NAM,H3_Contact tracing,0.0177772962840435,15
