ISO,Policy,score,rank
SYC,H7_Vaccination policy,0.111193797940416,1
SYC,C2_Workplace closing,0.0847313274071534,2
SYC,C8_International travel controls,0.077887992256474,3
SYC,C5_Close public transport,0.0746888688733396,4
SYC,E1_Income support,0.0705144815710662,5
SYC,C1_School closing,0.0656263324025213,6
SYC,H6_Facial Coverings,0.0596521095064604,7
SYC,H2_Testing policy,0.0560154141955215,8
SYC,C3_Cancel public events,0.0532836124228046,9
SYC,C6_Stay at home requirements,0.0487797592828785,10
SYC,C7_Restrictions on internal movement,0.0453110584884822,11
SYC,C4_Restrictions on gatherings,0.0334649867160268,12
SYC,E2_Debt/contract relief,0.0273626695314713,13
SYC,H1_Public information campaigns,0.0008001187848642,14
SYC,H3_Contact tracing,0.0003236699046434,15
