ISO,Policy,score,rank
MAR,C4_Restrictions on gatherings,0.1102340132273831,1
MAR,H7_Vaccination policy,0.104835352161083,2
MAR,C5_Close public transport,0.0955075008546185,3
MAR,C1_School closing,0.0844998368170851,4
MAR,E2_Debt/contract relief,0.0745766535777199,5
MAR,C2_Workplace closing,0.0722313200620527,6
MAR,H2_Testing policy,0.0700982530721023,7
MAR,C6_Stay at home requirements,0.0666707480906705,8
MAR,E1_Income support,0.0637848549246483,9
MAR,H6_Facial Coverings,0.0550369865483971,10
MAR,C8_International travel controls,0.0330300468386434,11
MAR,C7_Restrictions on internal movement,0.0279531256808616,12
MAR,H1_Public information campaigns,0.0228549084149265,13
MAR,H3_Contact tracing,0.0140451000352828,14
MAR,C3_Cancel public events,0.0,15
