ISO,Policy,score,rank
COL,C5_Close public transport,0.1291652578890078,1
COL,C2_Workplace closing,0.0830360512594929,2
COL,E1_Income support,0.0793162266190832,3
COL,C6_Stay at home requirements,0.0730272543820144,4
COL,C7_Restrictions on internal movement,0.0704777845232964,5
COL,C1_School closing,0.0692397459796481,6
COL,C4_Restrictions on gatherings,0.0679667373374475,7
COL,H3_Contact tracing,0.0552250588656012,8
COL,H7_Vaccination policy,0.0524475232678199,9
COL,H6_Facial Coverings,0.0378367955824277,10
COL,C8_International travel controls,0.0370855534771281,11
COL,C3_Cancel public events,0.0176859607393766,12
COL,E2_Debt/contract relief,0.0143594041477761,13
COL,H1_Public information campaigns,0.0105791727325042,14
COL,H2_Testing policy,0.0081945408522949,15
