ISO,Policy,score,rank
LAO,H7_Vaccination policy,0.1149731758460343,1
LAO,C1_School closing,0.0862816615463142,2
LAO,C8_International travel controls,0.0820976683462684,3
LAO,C3_Cancel public events,0.0681188342730231,4
LAO,E1_Income support,0.0565283033043427,5
LAO,C7_Restrictions on internal movement,0.0500818046084514,6
LAO,H3_Contact tracing,0.0500544700488552,7
LAO,H2_Testing policy,0.0486466037077442,8
LAO,C4_Restrictions on gatherings,0.0482554876806087,9
LAO,H6_Facial Coverings,0.0479875642228591,10
LAO,E2_Debt/contract relief,0.0459765222153103,11
LAO,C5_Close public transport,0.0410672555556123,12
LAO,C6_Stay at home requirements,0.0370079668249946,13
LAO,C2_Workplace closing,0.0361125270836348,14
LAO,H1_Public information campaigns,0.0257138993528303,15
