ISO,Policy,score,rank
CAF,H2_Testing policy,0.1218010025454763,1
CAF,C2_Workplace closing,0.0819439197778326,2
CAF,H6_Facial Coverings,0.0787565340477284,3
CAF,C7_Restrictions on internal movement,0.0768362492750862,4
CAF,H1_Public information campaigns,0.0725092923094155,5
CAF,C6_Stay at home requirements,0.0672170702757428,6
CAF,E1_Income support,0.0644885782190768,7
CAF,H3_Contact tracing,0.0642207086110012,8
CAF,C3_Cancel public events,0.0617789470591376,9
CAF,C1_School closing,0.0530193241288238,10
CAF,E2_Debt/contract relief,0.0307089383010493,11
CAF,C8_International travel controls,0.027304242974383,12
CAF,C5_Close public transport,0.0196844829081418,13
CAF,C4_Restrictions on gatherings,0.0056365587903657,14
CAF,H7_Vaccination policy,0.0,15
