ISO,Policy,score,rank
NLD,H7_Vaccination policy,0.0923044540159771,1
NLD,C1_School closing,0.089282939989016,2
NLD,C2_Workplace closing,0.0834378740101514,3
NLD,E2_Debt/contract relief,0.079763563434467,4
NLD,H2_Testing policy,0.0695532995678024,5
NLD,H3_Contact tracing,0.0582687068417719,6
NLD,C6_Stay at home requirements,0.0571888653579727,7
NLD,C4_Restrictions on gatherings,0.0529611062095372,8
NLD,C7_Restrictions on internal movement,0.0528560218335347,9
NLD,C5_Close public transport,0.0498306649238633,10
NLD,C8_International travel controls,0.0279698405326842,11
NLD,E1_Income support,0.0239483826167684,12
NLD,H1_Public information campaigns,0.0160787590140717,13
NLD,H6_Facial Coverings,0.0146356917309028,14
NLD,C3_Cancel public events,0.0,15
