ISO,Policy,score,rank
CYP,H7_Vaccination policy,0.1046853178357933,1
CYP,C1_School closing,0.1014025673798781,2
CYP,H6_Facial Coverings,0.0961203998058822,3
CYP,C6_Stay at home requirements,0.0818842586626063,4
CYP,C5_Close public transport,0.0762417867612635,5
CYP,C7_Restrictions on internal movement,0.0648941876037749,6
CYP,C3_Cancel public events,0.0623629508482804,7
CYP,C2_Workplace closing,0.0463122021504332,8
CYP,H2_Testing policy,0.0451431244083484,9
CYP,C4_Restrictions on gatherings,0.0377177849347244,10
CYP,C8_International travel controls,0.033745917778319,11
CYP,H3_Contact tracing,0.0274576176906259,12
CYP,H1_Public information campaigns,0.027067952958316,13
CYP,E1_Income support,0.0256142832516523,14
CYP,E2_Debt/contract relief,0.0247353419160044,15
