ISO,Policy,score,rank
ARE,H7_Vaccination policy,0.0916410608839116,1
ARE,C8_International travel controls,0.0898811454776131,2
ARE,C1_School closing,0.077100952497562,3
ARE,C5_Close public transport,0.0747101376283201,4
ARE,H2_Testing policy,0.0719690648367263,5
ARE,C4_Restrictions on gatherings,0.0651766772664338,6
ARE,H6_Facial Coverings,0.0602623210828518,7
ARE,C7_Restrictions on internal movement,0.0596350331509603,8
ARE,C2_Workplace closing,0.0469937124420596,9
ARE,C6_Stay at home requirements,0.0376783816261759,10
ARE,E2_Debt/contract relief,0.037195978931605,11
ARE,C3_Cancel public events,0.0337433858228346,12
ARE,H3_Contact tracing,0.0334053901248376,13
ARE,E1_Income support,0.0253546371894244,14
ARE,H1_Public information campaigns,0.0110515065712445,15
