ISO,Policy,score,rank
YEM,H7_Vaccination policy,0.1141506754581964,1
YEM,H6_Facial Coverings,0.1062522896756075,2
YEM,C2_Workplace closing,0.0975808988745441,3
YEM,C3_Cancel public events,0.0814404983342666,4
YEM,C8_International travel controls,0.0764066840898859,5
YEM,C1_School closing,0.0678738558832647,6
YEM,H3_Contact tracing,0.0591027220527045,7
YEM,C6_Stay at home requirements,0.0575792798666502,8
YEM,E1_Income support,0.0472419373937903,9
YEM,E2_Debt/contract relief,0.0417170814619516,10
YEM,C7_Restrictions on internal movement,0.0414342598275778,11
YEM,H1_Public information campaigns,0.0217799707236386,12
YEM,H2_Testing policy,0.0084839028515514,13
YEM,C5_Close public transport,0.0075273087012785,14
YEM,C4_Restrictions on gatherings,0.0006867745309198,15
