ISO,Policy,score,rank
TZA,H6_Facial Coverings,0.1002338443876031,1
TZA,H2_Testing policy,0.0880876415041159,2
TZA,C8_International travel controls,0.0741657560626384,3
TZA,H1_Public information campaigns,0.0706878281871249,4
TZA,C1_School closing,0.0618198018141507,5
TZA,H3_Contact tracing,0.0602849509268673,6
TZA,H7_Vaccination policy,0.0543380633352295,7
TZA,C2_Workplace closing,0.0513664455951963,8
TZA,E2_Debt/contract relief,0.0480765432126287,9
TZA,E1_Income support,0.0408767904320715,10
TZA,C7_Restrictions on internal movement,0.0335294884838138,11
TZA,C6_Stay at home requirements,0.0270813282126274,12
TZA,C5_Close public transport,0.023259323415817,13
TZA,C4_Restrictions on gatherings,0.0202615776484214,14
TZA,C3_Cancel public events,0.0070474948031951,15
