ISO,Policy,score,rank
PAN,H7_Vaccination policy,0.0882348409753237,1
PAN,H3_Contact tracing,0.0876544395570968,2
PAN,H2_Testing policy,0.0711983895275197,3
PAN,H6_Facial Coverings,0.0664053226929002,4
PAN,C7_Restrictions on internal movement,0.0656093838567813,5
PAN,C4_Restrictions on gatherings,0.0590934490503462,6
PAN,C2_Workplace closing,0.0586108634323556,7
PAN,C5_Close public transport,0.0533850762703505,8
PAN,C6_Stay at home requirements,0.0515363186044027,9
PAN,C8_International travel controls,0.0470057984689173,10
PAN,E2_Debt/contract relief,0.0437606337011252,11
PAN,C1_School closing,0.0380962296487363,12
PAN,H1_Public information campaigns,0.0374035071554633,13
PAN,E1_Income support,0.0151986000236772,14
PAN,C3_Cancel public events,0.0,15
