ISO,Policy,score,rank
BEN,H7_Vaccination policy,0.1921895987989709,1
BEN,H6_Facial Coverings,0.0947869852580262,2
BEN,E2_Debt/contract relief,0.0889158760150276,3
BEN,C8_International travel controls,0.0790488119352597,4
BEN,C3_Cancel public events,0.0691181878354261,5
BEN,C7_Restrictions on internal movement,0.0625736686476887,6
BEN,H2_Testing policy,0.047603063362609,7
BEN,C2_Workplace closing,0.042141333772188,8
BEN,C1_School closing,0.0406757031000986,9
BEN,C4_Restrictions on gatherings,0.0365971973773177,10
BEN,C6_Stay at home requirements,0.0361839360210946,11
BEN,C5_Close public transport,0.032517891192149,12
BEN,E1_Income support,0.0258505432876433,13
BEN,H1_Public information campaigns,0.0246542995552213,14
BEN,H3_Contact tracing,0.0107346501090304,15
