ISO,Policy,score,rank
BWA,H7_Vaccination policy,0.1295630604178027,1
BWA,H2_Testing policy,0.0942638255626815,2
BWA,H6_Facial Coverings,0.0915945978967047,3
BWA,C4_Restrictions on gatherings,0.0647025106900176,4
BWA,C8_International travel controls,0.0641474454278025,5
BWA,C5_Close public transport,0.06324118456474,6
BWA,E1_Income support,0.0618773802369235,7
BWA,H3_Contact tracing,0.0618574916014659,8
BWA,C2_Workplace closing,0.0602966731613089,9
BWA,C7_Restrictions on internal movement,0.0510791485880224,10
BWA,C6_Stay at home requirements,0.048573585372615,11
BWA,C1_School closing,0.0451551589911404,12
BWA,E2_Debt/contract relief,0.036306490737857,13
BWA,H1_Public information campaigns,0.0295958563602612,14
BWA,C3_Cancel public events,0.0015617192757856,15
