ISO,Policy,score,rank
PRT,H7_Vaccination policy,0.0863690384164218,1
PRT,H6_Facial Coverings,0.0817336174576479,2
PRT,C2_Workplace closing,0.0757098345388947,3
PRT,C1_School closing,0.0730842192803707,4
PRT,H3_Contact tracing,0.0724100483433985,5
PRT,C6_Stay at home requirements,0.0640494895613568,6
PRT,C7_Restrictions on internal movement,0.0619834307123282,7
PRT,H2_Testing policy,0.060997168230902,8
PRT,C4_Restrictions on gatherings,0.060789229696533,9
PRT,E2_Debt/contract relief,0.0390659489037332,10
PRT,E1_Income support,0.0367252655913635,11
PRT,H1_Public information campaigns,0.0359428984847324,12
PRT,C8_International travel controls,0.0254843617197858,13
PRT,C5_Close public transport,0.0142027165240416,14
PRT,C3_Cancel public events,0.0,15
