ISO,Policy,score,rank
KEN,H2_Testing policy,0.1112561999151967,1
KEN,C8_International travel controls,0.0923432836570395,2
KEN,H3_Contact tracing,0.0787948443608974,3
KEN,C7_Restrictions on internal movement,0.076583173228381,4
KEN,H7_Vaccination policy,0.0588238278678453,5
KEN,C4_Restrictions on gatherings,0.0569317442782263,6
KEN,E2_Debt/contract relief,0.0563825218947096,7
KEN,E1_Income support,0.053158918372494,8
KEN,C6_Stay at home requirements,0.0529096025239409,9
KEN,H6_Facial Coverings,0.0517118561614007,10
KEN,C1_School closing,0.0414563286236594,11
KEN,C5_Close public transport,0.0410753685085427,12
KEN,C3_Cancel public events,0.0292604348406266,13
KEN,C2_Workplace closing,0.0254384528534106,14
KEN,H1_Public information campaigns,0.0250082926635652,15
