ISO,Policy,score,rank
ZWE,H2_Testing policy,0.0926365228236082,1
ZWE,C8_International travel controls,0.0823295198124735,2
ZWE,H7_Vaccination policy,0.0779157279028958,3
ZWE,C4_Restrictions on gatherings,0.073668880909298,4
ZWE,C2_Workplace closing,0.0734101355232696,5
ZWE,C6_Stay at home requirements,0.0670329403667277,6
ZWE,C1_School closing,0.066507651489859,7
ZWE,H6_Facial Coverings,0.0655632795792915,8
ZWE,C5_Close public transport,0.0509768145649686,9
ZWE,H1_Public information campaigns,0.0439959489382405,10
ZWE,C3_Cancel public events,0.0430722788198779,11
ZWE,E1_Income support,0.0338500152396287,12
ZWE,E2_Debt/contract relief,0.0165611346666545,13
ZWE,C7_Restrictions on internal movement,0.0044079771271832,14
ZWE,H3_Contact tracing,0.0,15
