rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,H3_Contact tracing,Mauritania,MRT,20.801,percent of population,2019.0
3,Governance,Regulatory quality estimate,H3_Contact tracing,Mauritania,MRT,-0.7593397,score,2019.0
5,Health,Prevalence of COVID-19,H3_Contact tracing,Mauritania,MRT,10971.0,"Number (cumulative total by Dec 26,2020)",2020.0
6,Demographics,Fixed telephone subscriptions,H3_Contact tracing,Mauritania,MRT,61858.0,number,2019.0
8,Economics,Volume of imports,H3_Contact tracing,Mauritania,MRT,3.563,percent change,2020.0
9,Environment,"PM2.5 air pollution, mean annual exposure",H3_Contact tracing,Mauritania,MRT,47.42299,micrograms per cubic meter,2017.0
10,Health,Prevalence of total cancers,H3_Contact tracing,Mauritania,MRT,0.002213,percent,2019.0
11,Health,Prevalence of Depressive disorders,H3_Contact tracing,Mauritania,MRT,0.029447,percent,2019.0
13,Health,Summary exposure value tobacco,H3_Contact tracing,Mauritania,MRT,13.97411,Rate (risk-weighted prevalence),2019.0
14,Health,Prevalence of chronic kidney disease,H3_Contact tracing,Mauritania,MRT,0.047235,percent,2019.0
15,Demographics,Fixed broadband subscriptions,H3_Contact tracing,Mauritania,MRT,0.238969,per 100 people,2019.0
16,Environment,"Adjusted net savings, including particulate emission damage",H3_Contact tracing,Mauritania,MRT,14.7678158706605,percent of GNI,2018.0
17,Governance,Fragile States Index Total ,H3_Contact tracing,Mauritania,MRT,88.74246859603146,score,2020.0
19,Environment,Renewable energy consumption ,H3_Contact tracing,Mauritania,MRT,32.1595724693392,percent of total final energy consumption,2015.0
21,Social issues ,Net migration,H3_Contact tracing,Mauritania,MRT,25002.0,net total / data are 5 year estimates,2019.0
22,Health,"Immunization, DPT (% of children ages 12-23 months)",H3_Contact tracing,Mauritania,MRT,81.0,percent,2019.0
23,Health,"Incidence of tuberculosis (per 100,000 people)",H3_Contact tracing,Mauritania,MRT,89.0,Cases,2019.0
24,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",H3_Contact tracing,Mauritania,MRT,45.894001,Percentage of total population,2020.0
25,Governance,Economic Freedom Score,H3_Contact tracing,Mauritania,MRT,6.22,score,2018.0
26,Health,Prevalence of down syndrome,H3_Contact tracing,Mauritania,MRT,0.000166,percent,2019.0
27,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",H3_Contact tracing,Mauritania,MRT,28.8950005,Percentage of females of the total population,2020.0
28,Health,Prevalence of anxiety disorders,H3_Contact tracing,Mauritania,MRT,0.027164,percent,2019.0
29,Social issues ,Press freedom score,H3_Contact tracing,Mauritania,MRT,32.54,score,2020.0
31,Governance,Human Freedom Score ,H3_Contact tracing,Mauritania,MRT,5.39,score,2018.0
32,Governance,Political stability and absence of violence/terrorism estimate,H3_Contact tracing,Mauritania,MRT,-0.5422166,score,2019.0
34,Governance,Voice and accountability estimate,H3_Contact tracing,Mauritania,MRT,-0.7802137,score,2019.0
35,Health,"Immunization, measles (% of children ages 12-23 months)",H3_Contact tracing,Mauritania,MRT,78.0,percent,2019.0
38,Governance,Human Development Index,H3_Contact tracing,Mauritania,MRT,0.546,index,2019.0
39,Governance,Total freedom in the world score ,H3_Contact tracing,Mauritania,MRT,35.0,score,2021.0
