rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C4_Restrictions on gatherings,South Sudan,SSD,7.97743,percent of population,2019.0
2,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),C4_Restrictions on gatherings,South Sudan,SSD,0.7,percent,2018.0
3,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",C4_Restrictions on gatherings,South Sudan,SSD,12.257,percent of total labor force,2020.0
4,Health,Prevalence of anxiety disorders,C4_Restrictions on gatherings,South Sudan,SSD,0.043573,percent,2019.0
5,Health,Prevalence of COVID-19,C4_Restrictions on gatherings,South Sudan,SSD,3228.0,"Number (cumulative total by Dec 26,2020)",2020.0
6,Social issues ,Proportion of seats held by women in national parliaments (%),C4_Restrictions on gatherings,South Sudan,SSD,28.45953003,proportion,2020.0
7,Environment,Renewable energy consumption ,C4_Restrictions on gatherings,South Sudan,SSD,39.0743843216671,percent of total final energy consumption,2015.0
8,Health,Summary exposure value tobacco,C4_Restrictions on gatherings,South Sudan,SSD,12.08813,Rate (risk-weighted prevalence),2019.0
10,Governance,Rule of law estimate ,C4_Restrictions on gatherings,South Sudan,SSD,-1.969724,score,2019.0
11,Health,Prevalence of Diabetes,C4_Restrictions on gatherings,South Sudan,SSD,0.017843,percent,2019.0
13,Demographics,Fixed broadband subscriptions,C4_Restrictions on gatherings,South Sudan,SSD,0.00234149,per 100 people,2019.0
14,Governance,Regulatory quality estimate,C4_Restrictions on gatherings,South Sudan,SSD,-2.048965,score,2019.0
15,Environment,CO2 emissions (metric tons per capita),C4_Restrictions on gatherings,South Sudan,SSD,0.159442,metric tons per capita,2016.0
16,Health,"Incidence of tuberculosis (per 100,000 people)",C4_Restrictions on gatherings,South Sudan,SSD,227.0,Cases,2019.0
17,Social issues ,Net migration,C4_Restrictions on gatherings,South Sudan,SSD,-870998.0,net total / data are 5 year estimates,2019.0
18,Governance,Aggregate score for the Civil Liberties category,C4_Restrictions on gatherings,South Sudan,SSD,4.0,score,2021.0
19,Governance,Total freedom in the world score ,C4_Restrictions on gatherings,South Sudan,SSD,2.0,score,2021.0
20,Demographics,Mobile cellular subscriptions,C4_Restrictions on gatherings,South Sudan,SSD,33.463,per 100 people,2019.0
21,Governance,Government effectiveness estimate,C4_Restrictions on gatherings,South Sudan,SSD,-2.451555,score,2019.0
22,Environment,Electricity production from oil sources,C4_Restrictions on gatherings,South Sudan,SSD,99.39393939393939,percent of total,2015.0
23,Health,Prevalence of Hypertensive heart disease,C4_Restrictions on gatherings,South Sudan,SSD,0.001066,percent,2019.0
24,Environment,Electric power consumption ,C4_Restrictions on gatherings,South Sudan,SSD,43.58172421238587,kWh per capita,2014.0
25,Environment,"Adjusted net savings, including particulate emission damage",C4_Restrictions on gatherings,South Sudan,SSD,-9.21970306354578,percent of GNI,2015.0
