rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,E1_Income support,Bahrain,BHR,99.7015,percent of population,2019.0
3,Governance,Regulatory quality estimate,E1_Income support,Bahrain,BHR,0.4850985,score,2019.0
4,Health,Prevalence of COVID-19,E1_Income support,Bahrain,BHR,89883.0,"Number (cumulative total by Dec 26,2020)",2020.0
5,Health,Prevalence of Hypertensive heart disease,E1_Income support,Bahrain,BHR,0.001081,percent,2019.0
6,Social issues ,"Intentional homicides (per 100,000 people)",E1_Income support,Bahrain,BHR,0.52392346825,"proportion, pero 100,000 people",2014.0
7,Demographics,Fixed telephone subscriptions,E1_Income support,Bahrain,BHR,274541.0,number,2019.0
10,Economics,Volume of imports,E1_Income support,Bahrain,BHR,6.4,percent change,2020.0
12,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",E1_Income support,Bahrain,BHR,73.5630035,Percentage of total population,2020.0
13,Health,Prevalence of total cancers,E1_Income support,Bahrain,BHR,0.007223,percent,2019.0
14,Social issues ,Life Ladder ,E1_Income support,Bahrain,BHR,6.646900177001953,score,2021.0
15,Demographics,Fixed broadband subscriptions,E1_Income support,Bahrain,BHR,12.493,per 100 people,2019.0
16,Environment,Energy use ,E1_Income support,Bahrain,BHR,219.8404940328386,"(kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2014.0
17,Demographics,Secure Internet servers ,E1_Income support,Bahrain,BHR,388.7465786645154,per 1 million people,2019.0
18,Governance,Rule of law estimate ,E1_Income support,Bahrain,BHR,0.4943778,score,2019.0
19,Economics,Volume of exports,E1_Income support,Bahrain,BHR,2.44,percent change,2020.0
20,Social issues ,Net migration,E1_Income support,Bahrain,BHR,239000.0,net total / data are 5 year estimates,2019.0
21,Health,Prevalence of Respiratory infections and tuberculosis,E1_Income support,Bahrain,BHR,0.183494,percent,2019.0
22,Health,"Immunization, DPT (% of children ages 12-23 months)",E1_Income support,Bahrain,BHR,99.0,percent,2019.0
23,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",E1_Income support,Bahrain,BHR,0.76300001,percent of total labor force,2020.0
24,Social issues ,Press freedom score,E1_Income support,Bahrain,BHR,60.13,score,2020.0
25,Demographics,Mobile cellular subscriptions,E1_Income support,Bahrain,BHR,115.793,per 100 people,2019.0
26,Environment,Electric power consumption ,E1_Income support,Bahrain,BHR,19596.95376382314,kWh per capita,2014.0
28,Environment,"Electricity production from renewable sources, excluding hydroelectric",E1_Income support,Bahrain,BHR,0.0,kWh,2015.0
29,Governance,Control of corruption estimate,E1_Income support,Bahrain,BHR,-0.010218,score,2019.0
30,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),E1_Income support,Bahrain,BHR,2.4,percent,2018.0
31,Health,"Physicians (per 1,000 people)",E1_Income support,Bahrain,BHR,0.9257,Ones,2015.0
32,Health,"Incidence of tuberculosis (per 100,000 people)",E1_Income support,Bahrain,BHR,12.0,Cases,2019.0
33,Environment,Renewable energy consumption ,E1_Income support,Bahrain,BHR,0.0,percent of total final energy consumption,2015.0
34,Environment,Energy use (kg of oil equivalent per capita),E1_Income support,Bahrain,BHR,10596.55034335647,kg of oil equivalent per capita,2014.0
35,Health,Prevalence of anxiety disorders,E1_Income support,Bahrain,BHR,0.053985,percent,2019.0
36,Governance,Aggregate score for the Political Rights category,E1_Income support,Bahrain,BHR,2.0,score,2021.0
37,Environment,CO2 emissions (kt),E1_Income support,Bahrain,BHR,31693.88,kt,2016.0
39,Health,Mortality due to COVID-19,E1_Income support,Bahrain,BHR,349.0,"Number (cumulative total by Dec 26,2020)",2020.0
40,Governance,Human Freedom Score ,E1_Income support,Bahrain,BHR,6.18,score,2018.0
41,Environment,Combustible renewables and waste,E1_Income support,Bahrain,BHR,0.0,percent of total energy,2014.0
44,Environment,"Adjusted net savings, including particulate emission damage",E1_Income support,Bahrain,BHR,19.9140251669202,percent of GNI,2018.0
46,Governance,Fragile States Index Total ,E1_Income support,Bahrain,BHR,63.88791153504606,score,2020.0
47,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",E1_Income support,Bahrain,BHR,100.0,percent of total,2017.0
50,Health,Prevalence of Depressive disorders,E1_Income support,Bahrain,BHR,0.0552,percent,2019.0
51,Governance,Corruption Perceptions Index,E1_Income support,Bahrain,BHR,42.0,score,2020.0
53,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",E1_Income support,Bahrain,BHR,6.4,percent,2020.0
54,Health,Prevalence of obesity,E1_Income support,Bahrain,BHR,29.8,percent,2016.0
55,Health,Summary exposure value tobacco,E1_Income support,Bahrain,BHR,19.22256,Rate (risk-weighted prevalence),2019.0
56,Environment,"Electricity production from oil, gas and coal sources",E1_Income support,Bahrain,BHR,100.0,percent of total,2015.0
57,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",E1_Income support,Bahrain,BHR,5.1,percent,2020.0
58,Environment,"Energy imports, net ",E1_Income support,Bahrain,BHR,-61.58425476977827,percent of energy use,2014.0
59,Environment,Electricity production from oil sources,E1_Income support,Bahrain,BHR,0.0315966858587277,percent of total,2015.0
63,Economics,Employment in services (% of total employment) (modeled ILO estimate),E1_Income support,Bahrain,BHR,63.9529991,Percentage of total employment,2020.0
64,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",E1_Income support,Bahrain,BHR,45.0349998,Percentage of females of the total population,2020.0
65,Health,Prevalence of down syndrome,E1_Income support,Bahrain,BHR,0.000205,percent,2019.0
67,Environment,Electricity production from coal sources ,E1_Income support,Bahrain,BHR,0.0,percent of total,2015.0
68,Social issues ,Proportion of seats held by women in national parliaments (%),E1_Income support,Bahrain,BHR,15.0,proportion,2020.0
69,Health,"Immunization, measles (% of children ages 12-23 months)",E1_Income support,Bahrain,BHR,99.0,percent,2019.0
70,Governance,Economic Freedom Score,E1_Income support,Bahrain,BHR,7.16,score,2018.0
74,Governance,Personal Freedom Score ,E1_Income support,Bahrain,BHR,5.19,score,2018.0
75,Governance,Aggregate score for the Civil Liberties category,E1_Income support,Bahrain,BHR,10.0,score,2021.0
76,Health,Prevalence of chronic kidney disease,E1_Income support,Bahrain,BHR,0.093145,percent,2019.0
78,Environment,"PM2.5 air pollution, mean annual exposure",E1_Income support,Bahrain,BHR,70.81621,micrograms per cubic meter,2017.0
79,Environment,Electricity production from nuclear sources ,E1_Income support,Bahrain,BHR,0.0,percent of total,2014.0
80,Health,Prevalence of Diabetes,E1_Income support,Bahrain,BHR,0.138049,percent,2019.0
83,Governance,Voice and accountability estimate,E1_Income support,Bahrain,BHR,-1.412584,score,2019.0
84,Environment,CO2 emissions (metric tons per capita),E1_Income support,Bahrain,BHR,22.22898,metric tons per capita,2016.0
